k probes k_factor build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 4096 250 5.8672 1 0 2.2153 1 0 2.2208 0 0 0 0 0 0 0 0 0 0 1000 
10 4096 500 5.8672 1 0 3.5027 1 0 3.5162 0 0 0 0 0 0 0 0 0 0 1000 
10 8192 1 5.8672 0.4208 0.029076 1.1121 0.4106 0.026995 1.1145 8 43 130 160 210 223 137 67 19 3 0 
10 8192 2 5.8672 0.6075 0.037411 1.1239 0.5998 0.037377 1.1324 1 11 37 61 87 157 203 208 134 82 19 
10 8192 3 5.8672 0.7158 0.036126 1.1241 0.7067 0.036902 1.1254 1 4 9 35 49 81 149 205 192 185 90 
10 8192 4 5.8672 0.7844 0.031328 1.1322 0.7771 0.030516 1.1306 1 2 3 20 21 59 105 146 217 251 175 
10 8192 5 5.8672 0.8277 0.027971 1.1362 0.8252 0.026531 1.143 0 1 3 17 14 29 79 130 179 278 270 
10 8192 8 5.8672 0.9055 0.017818 1.1655 0.9051 0.016781 1.1495 0 0 0 4 12 14 28 55 127 244 516 
10 8192 10 5.8672 0.9324 0.013284 1.1801 0.9321 0.011992 1.1732 0 0 0 0 10 10 22 26 94 212 626 
10 8192 12 5.8672 0.9487 0.0099483 1.1718 0.9472 0.0096618 1.169 0 0 0 0 4 8 16 24 64 185 699 
10 8192 20 5.8672 0.9822 0.0032664 1.2109 0.9817 0.0029981 1.2201 0 0 0 0 1 0 4 11 18 87 879 
10 8192 25 5.8672 0.989 0.0018208 1.2322 0.9882 0.0019427 1.2299 0 0 0 0 0 0 2 7 9 63 919 
10 8192 50 5.8672 0.9979 0.0003059 1.3563 0.997 0.00049149 1.3534 0 0 0 0 0 0 0 1 2 14 983 
10 8192 75 5.8672 0.9993 6.958e-05 1.4751 0.9995 4.98e-05 1.474 0 0 0 0 0 0 0 0 0 7 993 
10 8192 100 5.8672 0.9994 5.97e-05 1.5949 1 0 1.5974 0 0 0 0 0 0 0 0 0 6 994 
10 8192 250 5.8672 1 0 2.3296 1 0 2.3284 0 0 0 0 0 0 0 0 0 0 1000 
10 8192 500 5.8672 1 0 3.6607 1 0 3.632 0 0 0 0 0 0 0 0 0 0 1000 
