k n_trees search_k build_time recall var_recall query_time val_recall val_var_recall val_query_time
10 25 10000 5.0732 0.203 0.017264 0.35099 0.191 0.015777 0.34876
10 25 20000 5.0732 0.338 0.017733 0.6836 0.327 0.021991 0.6884
10 25 40000 5.0732 0.55 0.017475 1.2795 0.55 0.027374 1.2794
10 25 100000 5.0732 0.84 0.011515 2.4689 0.854 0.0116 2.4551
10 25 200000 5.0732 0.978 0.0021374 3.6219 0.968 0.0032081 3.6164
10 25 400000 5.0732 1 0 4.9503 0.999 0.0001 4.9296
10 50 25 10.0088 0.006 0.0005697 0.015861 0.013 0.0011424 0.0157
10 50 50 10.009 0.006 0.0005697 0.015497 0.013 0.0011424 0.015516
10 50 100 10.009 0.006 0.0005697 0.015594 0.013 0.0011424 0.015485
10 50 200 10.009 0.006 0.0005697 0.015444 0.013 0.0011424 0.015485
10 50 400 10.009 0.01 0.00090909 0.022821 0.019 0.0015545 0.022845
10 50 1000 10.009 0.028 0.0026424 0.044024 0.032 0.0024 0.044349
10 50 2000 10.009 0.053 0.0055465 0.079587 0.047 0.0041323 0.07908
10 50 4000 10.009 0.096 0.0086707 0.14882 0.089 0.0074535 0.14825
10 50 10000 10.009 0.206 0.015923 0.35122 0.18 0.017374 0.35855
10 50 20000 10.009 0.35 0.02596 0.6809 0.344 0.027135 0.6798
10 50 40000 10.009 0.575 0.026338 1.2717 0.578 0.025774 1.2724
10 50 100000 10.009 0.853 0.0093848 2.4382 0.869 0.011454 2.4505
10 50 200000 10.009 0.972 0.0026424 3.6021 0.984 0.0017616 3.6059
10 50 400000 10.009 0.999 0.0001 4.9216 0.999 0.0001 4.9038
10 100 25 19.9564 0.009 0.00082727 0.018563 0.01 0.00090909 0.01836
10 100 50 19.956 0.009 0.00082727 0.018108 0.01 0.00090909 0.01814
10 100 100 19.956 0.009 0.00082727 0.018504 0.01 0.00090909 0.018129
10 100 200 19.956 0.009 0.00082727 0.017938 0.01 0.00090909 0.018126
10 100 400 19.956 0.015 0.0016919 0.026412 0.017 0.0014253 0.02663
10 100 1000 19.956 0.034 0.0042869 0.048013 0.03 0.0023232 0.048719
10 100 2000 19.956 0.062 0.0076323 0.085239 0.056 0.0049131 0.084074
10 100 4000 19.956 0.118 0.012198 0.15492 0.112 0.0093495 0.15478
10 100 10000 19.956 0.22 0.016364 0.36204 0.213 0.018314 0.36216
10 100 20000 19.956 0.379 0.022686 0.69709 0.352 0.026158 0.70295
10 100 40000 19.956 0.59 0.02697 1.2906 0.569 0.032464 1.2877
10 100 100000 19.956 0.865 0.011995 2.4561 0.881 0.011454 2.4622
10 100 200000 19.956 0.971 0.0028879 3.6235 0.98 0.0022222 3.6287
10 100 400000 19.956 0.999 0.0001 4.9736 0.999 0.0001 4.9461
10 200 25 39.5484 0.013 0.0011424 0.023295 0.009 0.00082727 0.022535
10 200 50 39.548 0.013 0.0011424 0.022623 0.009 0.00082727 0.02238
10 200 100 39.548 0.013 0.0011424 0.02256 0.009 0.00082727 0.022432
10 200 200 39.548 0.013 0.0011424 0.022796 0.009 0.00082727 0.02234
10 200 400 39.548 0.018 0.0016929 0.03112 0.014 0.0014182 0.03101
10 200 1000 39.548 0.037 0.0045768 0.053403 0.034 0.0034788 0.054013
10 200 2000 39.548 0.068 0.0072485 0.090774 0.057 0.0049 0.091194
10 200 4000 39.548 0.116 0.011661 0.16369 0.11 0.0085859 0.16304
10 200 10000 39.548 0.242 0.01741 0.37378 0.241 0.015171 0.37177
10 200 20000 39.548 0.39 0.032424 0.71221 0.394 0.022994 0.71049
10 200 40000 39.548 0.61 0.026162 1.3036 0.597 0.031001 1.3021
10 200 100000 39.548 0.892 0.0086222 2.4787 0.883 0.011324 2.4769
10 200 200000 39.548 0.985 0.0012879 3.634 0.987 0.0011424 3.6416
10 200 400000 39.548 0.998 0.00019798 4.9815 1 0 4.9737
10 400 25 79.5667 0.011 0.0011909 0.032606 0.012 0.0012687 0.030994
10 400 50 79.567 0.011 0.0011909 0.031529 0.012 0.0012687 0.03077
10 400 100 79.567 0.011 0.0011909 0.031647 0.012 0.0012687 0.030728
10 400 200 79.567 0.011 0.0011909 0.031429 0.012 0.0012687 0.030734
10 400 400 79.567 0.021 0.0022818 0.041335 0.017 0.0018293 0.04074
10 400 1000 79.567 0.048 0.0051475 0.064505 0.038 0.0037939 0.065496
10 400 2000 79.567 0.075 0.0081566 0.105 0.065 0.0053283 0.10976
10 400 4000 79.567 0.135 0.011793 0.17886 0.112 0.0097535 0.17904
10 400 10000 79.567 0.273 0.022799 0.39568 0.248 0.015653 0.39479
10 400 20000 79.567 0.421 0.030969 0.73761 0.409 0.025474 0.73817
10 400 40000 79.567 0.629 0.026928 1.3446 0.621 0.02208 1.3405
10 400 100000 79.567 0.886 0.009297 2.5201 0.897 0.010395 2.5234
10 400 200000 79.567 0.982 0.0016929 3.6863 0.984 0.0013576 3.6824
10 400 400000 79.567 0.999 0.0001 5.032 1 0 5.0418
