k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 5 13 0.036 10 1 0.00075 7.9064 0.7295 0.065565 0.11755 0 0.0025982 0.013209 0.10144 284.66 58000 100 0.699 0.077336 0.11703 15 13 36 42 49 75 97 115 136 182 240 
10 5 13 0.036 10 1 0.001 7.9064 0.7236 0.066389 0.114 0 0.0025636 0.012999 0.098128 274.77 58000 100 0.6933 0.077783 0.11495 15 13 39 46 51 73 94 117 143 179 230 
10 5 13 0.036 10 1 0.001375 7.9064 0.7025 0.067591 0.10573 0 0.0025558 0.013683 0.089173 244.53 58000 100 0.6733 0.079837 0.10558 16 16 40 53 59 82 97 114 156 174 193 
10 5 13 0.036 10 1 0.00175 7.9064 0.6752 0.070275 0.094585 0 0.0025146 0.013452 0.078296 212.4 58000 100 0.6464 0.08307 0.094054 20 20 45 61 66 89 103 115 157 169 155 
10 5 13 0.036 10 1 0.0025 7.9064 0.6275 0.075589 0.075591 0 0.0023758 0.012893 0.060022 162.27 58000 100 0.5993 0.086016 0.075436 32 32 53 69 69 110 111 127 144 133 120 
10 5 13 0.036 10 1 0.00375 7.9064 0.5278 0.087274 0.048764 0 0.0021189 0.012237 0.034116 86.054 58000 100 0.4985 0.089337 0.048825 63 82 70 85 95 106 118 105 107 98 71 
10 5 13 0.036 10 1 0.005 7.9064 0.4583 0.083395 0.038704 0 0.0019377 0.012274 0.024205 58.527 58000 100 0.4311 0.08769 0.038013 90 98 84 121 102 115 104 89 87 72 38 
10 5 13 0.036 10 1 0.0075 7.9064 0.3227 0.071726 0.023995 0 0.0017751 0.011623 0.010275 22.038 58000 100 0.3008 0.07041 0.023355 182 159 121 126 112 86 70 63 36 29 16 
10 5 13 0.036 10 1 0.01 7.9064 0.2335 0.058506 0.020276 0 0.0017878 0.011756 0.0063654 12.512 58000 100 0.2155 0.056426 0.018866 311 162 138 120 84 59 46 34 27 14 5 
10 5 14 0.036 10 1 1e-07 11.2855 0.6271 0.08432 0.084323 0 0.0042621 0.017188 0.062653 156.79 58000 100 0.6071 0.09075 0.077428 43 39 51 58 87 93 98 119 135 128 149 
