k probes k_factor build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 512 100 92.577 0.9905 0.0010808 10.562 0.9882 0.0014422 10.534 0 0 0 0 0 0 0 1 8 76 915 
10 512 250 92.577 0.9991 0.0001093 16.5 0.9995 4.98e-05 16.461 0 0 0 0 0 0 0 0 1 7 992 
10 512 500 92.577 0.9999 1e-05 26.475 1 0 26.462 0 0 0 0 0 0 0 0 0 1 999 
10 1024 1 92.577 0.1862 0.02035 6.8042 0.1909 0.018786 6.7978 166 284 278 140 81 35 12 1 3 0 0 
10 1024 2 92.577 0.297 0.034145 6.8407 0.2967 0.031891 6.8407 62 164 221 211 145 99 58 22 9 8 1 
10 1024 3 92.577 0.3783 0.041461 6.8945 0.3777 0.040093 6.9083 30 89 173 192 186 132 91 57 31 15 4 
10 1024 4 92.577 0.4424 0.044467 6.9898 0.4421 0.044422 6.9689 20 46 120 170 191 156 129 81 51 25 11 
10 1024 5 92.577 0.4943 0.046764 7.005 0.4949 0.04619 6.9975 14 33 74 147 182 163 139 116 75 38 19 
10 1024 8 92.577 0.6092 0.046422 7.1615 0.6063 0.045055 7.1536 2 15 20 84 138 141 165 145 142 93 55 
10 1024 10 92.577 0.6636 0.043859 7.261 0.6608 0.042946 7.2795 0 7 20 48 96 124 169 167 152 128 89 
10 1024 12 92.577 0.7073 0.040217 7.373 0.703 0.03941 7.3503 0 5 12 33 60 108 163 162 176 165 116 
10 1024 20 92.577 0.818 0.027083 8.0304 0.8172 0.027812 7.7198 0 0 6 5 22 35 88 140 198 262 244 
10 1024 25 92.577 0.8605 0.021311 7.9423 0.8597 0.022068 7.9437 0 0 2 1 14 23 53 110 175 281 341 
10 1024 50 92.577 0.9508 0.0070064 9.3614 0.9481 0.0082847 9.0101 0 0 0 0 0 2 9 23 82 213 671 
10 1024 75 92.577 0.9798 0.0025946 10.002 0.9777 0.0028355 10.03 0 0 0 0 0 0 1 4 31 124 840 
10 1024 100 92.577 0.9905 0.0010808 10.992 0.9882 0.0014422 11.007 0 0 0 0 0 0 0 1 8 76 915 
10 1024 250 92.577 0.9991 0.0001093 16.959 0.9995 4.98e-05 16.927 0 0 0 0 0 0 0 0 1 7 992 
10 1024 500 92.577 0.9999 1e-05 26.928 1 0 26.936 0 0 0 0 0 0 0 0 0 1 999 
10 2048 1 92.577 0.1862 0.02035 7.0101 0.1909 0.018786 7.0066 166 284 278 140 81 35 12 1 3 0 0 
10 2048 2 92.577 0.297 0.034145 7.0495 0.2967 0.031891 7.067 62 164 221 211 145 99 58 22 9 8 1 
10 2048 3 92.577 0.3783 0.041461 7.0966 0.3777 0.040093 7.0962 30 89 173 192 186 132 91 57 31 15 4 
10 2048 4 92.577 0.4424 0.044467 7.166 0.4421 0.044422 7.1464 20 46 120 170 191 156 129 81 51 25 11 
10 2048 5 92.577 0.4943 0.046764 7.4639 0.4949 0.04619 7.1967 14 33 74 147 182 163 139 116 75 38 19 
10 2048 8 92.577 0.6092 0.046422 7.3551 0.6063 0.045055 7.3714 2 15 20 84 138 141 165 145 142 93 55 
10 2048 10 92.577 0.6636 0.043859 7.4821 0.6608 0.042946 7.4479 0 7 20 48 96 124 169 167 152 128 89 
10 2048 12 92.577 0.7073 0.040217 7.5587 0.703 0.03941 7.5423 0 5 12 33 60 108 163 162 176 165 116 
10 2048 20 92.577 0.818 0.027083 7.9297 0.8172 0.027812 7.9103 0 0 6 5 22 35 88 140 198 262 244 
10 2048 25 92.577 0.8605 0.021311 8.1628 0.8597 0.022068 8.159 0 0 2 1 14 23 53 110 175 281 341 
