k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 10 7 0.015625 3 1.5688 0.4912 0.071094 0.81842 550.32 0.4941 0.069825 0.80968 23 76 123 121 130 117 117 100 73 64 56 
10 10 7 0.015625 4 1.5688 0.3276 0.069127 0.34579 213.5 0.3273 0.069194 0.3381 129 175 175 139 90 80 71 53 38 27 23 
10 10 7 0.015625 5 1.5688 0.1994 0.052953 0.16683 86.872 0.2038 0.053279 0.16111 330 227 153 84 54 43 45 33 11 11 9 
10 10 7 0.015625 6 1.5688 0.1154 0.033897 0.092203 35.328 0.1146 0.031979 0.08984 532 222 92 42 37 31 16 12 9 3 4 
10 10 7 0.015625 7 1.5688 0.0603 0.018072 0.066169 14.025 0.0602 0.016753 0.066317 727 141 50 30 24 11 9 3 2 0 3 
10 10 7 0.015625 8 1.5688 0.029 0.0079069 0.047566 5.283 0.0297 0.0079759 0.048969 842 95 31 17 6 5 1 0 1 1 1 
10 10 7 0.015625 9 1.5688 0.0113 0.0030454 0.04207 1.833 0.0108 0.0031665 0.044459 932 47 10 7 0 2 1 0 0 1 0 
10 10 7 0.015625 10 1.5688 0.0022 0.00061578 0.0399 0.285 0.0032 0.0013311 0.042742 987 9 2 1 0 0 1 0 0 0 0 
10 10 8 0.015625 1 1.70371 0.7912 0.031274 5.2157 2935.7 0.7952 0.030347 5.0089 0 1 4 13 33 35 127 159 193 212 223 
10 10 8 0.015625 2 1.7037 0.556 0.060945 1.1478 655.07 0.5494 0.058538 1.1366 9 35 70 120 125 137 131 137 94 77 65 
10 10 8 0.015625 3 1.7037 0.3428 0.064272 0.36284 189.63 0.3432 0.061555 0.35737 106 160 151 173 108 90 64 62 39 35 12 
10 10 8 0.015625 4 1.7037 0.2037 0.047284 0.14587 61.462 0.2007 0.043693 0.14359 283 245 167 103 58 47 43 25 18 5 6 
10 10 8 0.015625 5 1.7037 0.1081 0.026671 0.073991 20.516 0.1098 0.02583 0.073751 513 239 107 52 35 21 18 8 3 1 3 
10 10 8 0.015625 6 1.7037 0.0544 0.013534 0.047837 6.679 0.0562 0.012975 0.049135 695 189 69 17 12 9 1 4 0 1 3 
10 10 8 0.015625 7 1.7037 0.025 0.007022 0.038876 2.095 0.0258 0.0052796 0.040049 850 108 21 8 5 3 1 0 2 1 1 
10 10 8 0.015625 8 1.7037 0.0113 0.0028251 0.03573 0.568 0.0101 0.0018098 0.037038 925 59 8 3 1 1 2 0 1 0 0 
10 10 8 0.015625 9 1.7037 0.0034 0.00068913 0.034424 0.125 0.0028 0.00037253 0.035525 976 19 2 2 0 1 0 0 0 0 0 
10 10 8 0.015625 10 1.7037 0.0008 9.9459e-05 0.034436 0.019 0.0003 2.994e-05 0.035105 993 6 1 0 0 0 0 0 0 0 0 
10 10 9 0.015625 1 1.7608 0.693 0.041052 2.8798 1584.8 0.7014 0.0417 2.918 1 3 16 35 63 126 170 165 172 133 116 
10 10 9 0.015625 2 1.7608 0.413 0.05915 0.58476 263.87 0.4166 0.061866 0.58223 43 92 151 160 158 122 89 80 49 32 24 
10 10 9 0.015625 3 1.7608 0.2198 0.045674 0.17619 61.927 0.2266 0.045238 0.17103 224 248 189 127 68 51 39 22 19 6 7 
10 10 9 0.015625 4 1.7608 0.1186 0.028543 0.075983 17.48 0.1204 0.026851 0.074395 470 261 102 72 43 19 13 10 5 0 5 
10 10 9 0.015625 5 1.7608 0.0617 0.014638 0.047354 5.472 0.062 0.01373 0.046356 673 184 77 31 14 8 8 2 0 2 1 
10 10 9 0.015625 6 1.7608 0.0286 0.0064685 0.037662 1.781 0.0297 0.006054 0.037174 817 131 31 8 5 4 2 1 0 0 1 
10 10 9 0.015625 7 1.7608 0.0104 0.0022341 0.034353 0.471 0.0122 0.001853 0.034211 925 59 11 2 2 0 0 0 0 1 0 
10 10 9 0.015625 8 1.7608 0.0044 0.00084148 0.032387 0.121 0.0044 0.00052116 0.032801 965 32 0 2 0 0 1 0 0 0 0 
10 10 9 0.015625 9 1.7608 0.0018 0.00039716 0.032159 0.034 0.0014 0.0001582 0.032367 987 11 1 0 0 1 0 0 0 0 0 
10 10 9 0.015625 10 1.7608 0.0004 5.99e-05 0.031741 0.007 0.0004 3.988e-05 0.032147 997 2 1 0 0 0 0 0 0 0 0 
10 10 10 0.015625 1 1.92241 0.5801 0.047542 1.5147 833.96 0.5815 0.049137 1.4988 1 14 48 104 125 163 157 153 108 83 44 
10 10 10 0.015625 2 1.9224 0.3013 0.049778 0.23152 105.39 0.2971 0.050792 0.22835 97 199 180 180 118 80 56 39 30 17 4 
