k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 30 16 0.0323 10 1 0.00025 77.947 0.3329 0.069397 0.2767 0 0.024416 0.040335 0.21159 480.59 100000 100 0.3216 0.064418 0.28526 98 187 195 138 96 95 60 37 21 38 35 
10 30 16 0.0323 10 1 0.000375 77.947 0.3328 0.069273 0.2709 0 0.024397 0.040536 0.2056 480.52 100000 100 0.3216 0.064418 0.26254 98 187 195 138 96 95 60 37 21 39 34 
10 30 16 0.0323 10 1 0.0005 77.947 0.3327 0.06921 0.26213 0 0.024392 0.031738 0.20563 480.19 100000 100 0.3212 0.063975 0.26253 98 187 195 138 96 95 61 36 21 39 34 
10 30 16 0.0323 10 1 0.00075 77.947 0.3309 0.068344 0.26393 0 0.024344 0.032484 0.20673 477.06 100000 100 0.3189 0.063656 0.26437 99 187 196 138 95 96 62 34 21 42 30 
10 30 16 0.0323 10 1 0.001 77.947 0.327 0.067418 0.25845 0 0.024342 0.032448 0.20129 464.51 100000 100 0.3133 0.063056 0.2609 101 188 200 136 98 93 60 33 21 42 28 
10 30 16 0.0323 10 1 0.001375 77.947 0.2972 0.062955 0.22316 0 0.023941 0.031671 0.16719 388.58 100000 100 0.2798 0.059992 0.22181 128 206 199 145 87 86 47 22 21 39 20 
10 30 16 0.0323 10 1 0.00175 77.947 0.2 0.057718 0.11201 0 0.021142 0.029588 0.060951 135.01 100000 100 0.1835 0.052991 0.11105 299 282 147 85 56 32 26 14 17 25 17 
10 30 16 0.0323 10 1 0.0025 77.947 0.1912 0.055818 0.10959 0 0.020957 0.029328 0.058973 129.08 100000 100 0.1752 0.050395 0.10909 321 277 141 85 55 27 24 16 15 23 16 
10 30 16 0.0323 10 1 0.00375 77.947 0.1114 0.042933 0.050797 0 0.015123 0.027745 0.0075653 13.224 100000 100 0.1004 0.038238 0.048633 576 226 64 36 19 14 16 15 12 11 11 
10 30 16 0.0323 10 1 0.005 77.947 0.0946 0.037088 0.047275 0 0.013895 0.026805 0.0061951 9.94 100000 100 0.0864 0.033869 0.046514 635 194 58 27 18 17 13 12 9 6 11 
