k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 10 12 0.0323 3 0.33355 0.0054 0.001172 0.022956 0.233 0.0046 0.00057942 0.021993 963 28 6 0 2 0 1 0 0 0 0 
10 10 12 0.0323 4 0.33355 0.0034 0.00066911 0.021393 0.055 0.0017 0.00022734 0.021168 976 18 4 1 0 1 0 0 0 0 0 
10 10 12 0.0323 5 0.33355 0.0021 0.0003059 0.021791 0.027 0.001 0.00015916 0.022031 983 14 2 1 0 0 0 0 0 0 0 
10 10 12 0.0323 6 0.33355 0.0014 0.00017822 0.021774 0.015 0.0009 0.00014934 0.021773 988 10 2 0 0 0 0 0 0 0 0 
10 10 12 0.0323 7 0.33355 0.0013 0.00016848 0.021894 0.013 0.0009 0.00014934 0.021754 989 9 2 0 0 0 0 0 0 0 0 
10 10 12 0.0323 8 0.33355 0.0011 0.00012892 0.021751 0.011 0.0006 0.00011976 0.021753 990 9 1 0 0 0 0 0 0 0 0 
10 10 12 0.0323 9 0.33355 0.001 0.00011912 0.021979 0.01 0.0006 0.00011976 0.021777 991 8 1 0 0 0 0 0 0 0 0 
10 10 12 0.0323 10 0.33355 0.0008 9.9459e-05 0.021868 0.008 0.0005 6.982e-05 0.021842 993 6 1 0 0 0 0 0 0 0 0 
10 25 6 0.0323 1 0.0767143 0.8217 0.027647 12.514 24760 0.8115 0.031209 12.451 0 0 0 7 22 46 92 131 197 217 288 
10 25 6 0.0323 2 0.076714 0.6216 0.061475 4.364 8536.7 0.6072 0.06221 4.2819 4 14 57 87 109 132 129 129 115 106 118 
10 25 6 0.0323 3 0.076714 0.4529 0.082634 1.6977 3230.3 0.4448 0.083076 1.7101 55 91 153 129 118 98 95 77 63 40 81 
10 25 6 0.0323 4 0.076714 0.3212 0.082933 0.77438 1317.3 0.3218 0.08479 0.75683 166 192 153 122 95 64 61 32 32 28 55 
10 25 6 0.0323 5 0.076714 0.2271 0.072448 0.41898 578.95 0.2275 0.072987 0.40513 324 211 137 89 74 39 28 18 20 26 34 
10 25 6 0.0323 6 0.076714 0.165 0.059575 0.26592 274.44 0.1652 0.06115 0.26073 449 214 122 68 39 13 22 17 11 22 23 
10 25 6 0.0323 7 0.076714 0.1187 0.050611 0.19075 140.54 0.1195 0.047637 0.18443 606 171 77 38 23 8 14 17 16 15 15 
10 25 6 0.0323 8 0.076714 0.0884 0.039465 0.14712 77.777 0.0892 0.037741 0.14478 697 138 58 28 11 12 17 8 8 10 13 
10 25 6 0.0323 9 0.076714 0.0667 0.030832 0.12679 46.342 0.066 0.029213 0.12195 774 106 34 17 16 13 12 8 5 5 10 
10 25 6 0.0323 10 0.076714 0.0519 0.024281 0.12467 29.468 0.05 0.022202 0.12144 823 79 31 17 8 11 11 4 5 4 7 
10 25 6 0.0323 11 0.076714 0.039 0.018558 0.10829 19.69 0.0376 0.016943 0.1064 869 54 25 14 7 10 6 3 5 1 6 
10 25 6 0.0323 12 0.076714 0.0308 0.014966 0.10498 13.792 0.027 0.012163 0.10496 894 46 20 9 10 6 2 3 3 2 5 
10 25 6 0.0323 13 0.076714 0.0242 0.012587 0.11313 9.869 0.0217 0.0096488 0.11348 919 36 14 7 6 7 1 0 3 2 5 
10 25 6 0.0323 14 0.076714 0.0192 0.010101 0.10254 7.157 0.0166 0.0073718 0.10137 932 32 14 4 7 2 0 2 0 2 5 
10 25 6 0.0323 15 0.076714 0.0154 0.0084713 0.10235 5.282 0.0114 0.0046947 0.10174 946 27 10 4 3 1 1 1 2 1 4 
10 25 6 0.0323 16 0.076714 0.0138 0.0076372 0.099214 3.988 0.0091 0.0037309 0.09878 952 24 7 7 1 1 0 2 2 0 4 
10 25 6 0.0323 17 0.076714 0.0113 0.0065088 0.09918 3.089 0.0064 0.0023814 0.098333 959 24 7 0 1 1 2 2 0 0 4 
10 25 6 0.0323 20 0.076714 0.0056 0.0029716 0.10031 1.204 0.0031 0.0011015 0.099945 978 13 4 0 1 1 0 1 0 1 1 
10 25 7 0.0323 1 0.104033 0.699 0.045204 7.4206 14378 0.6994 0.045966 7.2734 1 5 10 35 95 114 144 154 152 148 142 
10 25 7 0.0323 2 0.10403 0.4513 0.074112 1.7647 3476.6 0.4602 0.076012 1.7928 34 94 139 155 137 105 96 69 63 40 68 
10 25 7 0.0323 3 0.10403 0.2926 0.073178 0.57982 1032 0.2963 0.076813 0.57481 164 223 170 120 106 47 46 29 28 29 38 
10 25 7 0.0323 4 0.10403 0.1969 0.063604 0.30502 358.53 0.1968 0.065595 0.29961 364 231 132 79 55 26 33 20 16 19 25 
10 25 7 0.0323 5 0.10403 0.1347 0.051317 0.18251 142.77 0.1311 0.048111 0.1787 530 210 84 55 27 21 16 11 13 16 17 
10 25 7 0.0323 6 0.10403 0.0936 0.037977 0.12488 64.163 0.0917 0.036017 0.11954 656 168 62 30 15 15 16 9 11 8 10 
10 25 7 0.0323 7 0.10403 0.0646 0.028355 0.080726 32.218 0.0631 0.024233 0.077846 760 126 37 17 9 12 12 8 8 3 8 
10 25 7 0.0323 8 0.10403 0.049 0.022201 0.070277 17.455 0.0449 0.017231 0.068276 831 77 24 19 7 16 10 2 5 4 5 
10 25 7 0.0323 9 0.10403 0.0378 0.016848 0.07064 10.187 0.0315 0.01219 0.068849 869 51 28 15 10 7 8 4 2 1 5 
10 25 7 0.0323 10 0.10403 0.027 0.011823 0.063087 6.122 0.0219 0.0076981 0.062241 898 44 23 11 7 6 4 1 1 0 5 
10 25 7 0.0323 11 0.10403 0.0193 0.0082858 0.061864 3.914 0.0157 0.0051286 0.061229 918 43 18 5 7 2 0 2 1 1 3 
10 25 7 0.0323 12 0.10403 0.0145 0.0065263 0.06157 2.672 0.0119 0.0036721 0.060663 940 33 10 5 4 1 2 1 1 1 2 
10 25 7 0.0323 13 0.10403 0.0118 0.0053861 0.065915 1.832 0.0092 0.002638 0.064839 952 26 7 5 4 1 1 0 2 0 2 
10 25 7 0.0323 14 0.10403 0.009 0.0038829 0.060793 1.322 0.0066 0.0016181 0.06021 964 17 9 1 4 0 2 2 0 0 1 
10 25 7 0.0323 15 0.10403 0.0075 0.0031369 0.060523 0.956 0.004 0.00082482 0.060069 967 19 5 3 2 0 2 1 0 0 1 
10 25 7 0.0323 16 0.10403 0.0058 0.0023487 0.060454 0.641 0.0028 0.00049265 0.060066 972 16 8 0 1 1 0 1 0 0 1 
10 25 7 0.0323 17 0.10403 0.0046 0.0018407 0.059493 0.431 0.0025 0.00046421 0.058982 976 16 5 0 0 2 0 0 0 0 1 
10 25 7 0.0323 20 0.10403 0.0024 0.0011754 0.062904 0.177 0.0013 0.0001885 0.060014 987 10 2 0 0 0 0 0 0 0 1 
10 25 8 0.0323 1 0.119254 0.5828 0.057101 4.0874 7978.6 0.5796 0.058703 3.9312 6 19 50 113 119 161 148 116 111 69 88 
10 25 8 0.0323 2 0.11925 0.3176 0.069019 0.72604 1321.1 0.3208 0.068496 0.67762 124 193 177 141 117 66 49 47 24 27 35 
10 25 8 0.0323 3 0.11925 0.184 0.05596 0.22835 306.5 0.183 0.052483 0.22359 356 256 135 88 44 25 28 16 18 15 19 
10 25 8 0.0323 4 0.11925 0.1107 0.040976 0.11557 92.104 0.1098 0.03642 0.11263 594 180 87 36 29 20 9 13 13 10 9 
10 25 8 0.0323 5 0.11925 0.0727 0.028453 0.067404 34.16 0.0642 0.022621 0.071134 722 136 44 35 17 7 9 13 8 4 5 
10 25 8 0.0323 6 0.11925 0.0501 0.02016 0.053379 15.034 0.0426 0.01508 0.04959 806 98 31 15 12 13 10 6 4 1 4 
10 25 8 0.0323 7 0.11925 0.0353 0.013397 0.046009 7.435 0.028 0.0098458 0.044494 860 62 26 21 11 7 6 2 0 3 2 
10 25 8 0.0323 8 0.11925 0.0273 0.010635 0.043078 4.004 0.0192 0.0061775 0.042965 890 46 31 9 8 7 3 1 1 2 2 
10 25 8 0.0323 9 0.11925 0.0183 0.0063415 0.042621 2.296 0.0137 0.0045869 0.042051 913 48 16 12 1 6 1 0 1 1 1 
10 25 8 0.0323 10 0.11925 0.0129 0.0042879 0.043881 1.349 0.0102 0.0029789 0.043186 935 39 11 6 3 3 1 1 0 0 1 
10 25 8 0.0323 11 0.11925 0.0096 0.003131 0.041497 0.83 0.0075 0.0017555 0.04063 946 37 9 2 2 2 0 1 0 0 1 
10 25 8 0.0323 12 0.11925 0.0069 0.0023047 0.040714 0.514 0.0049 0.001007 0.0407 959 30 7 0 1 1 1 0 0 0 1 
10 25 8 0.0323 13 0.11925 0.006 0.0021862 0.04033 0.354 0.0035 0.00057833 0.039853 966 25 5 0 1 1 1 0 0 0 1 
10 25 8 0.0323 14 0.11925 0.0044 0.0018225 0.042832 0.251 0.0029 0.00042201 0.042695 978 15 3 0 2 1 0 0 0 0 1 
10 25 8 0.0323 15 0.11925 0.0039 0.0016765 0.040693 0.19 0.0023 0.00028499 0.040418 981 13 2 0 3 0 0 0 0 0 1 
10 25 8 0.0323 16 0.11925 0.0032 0.0013912 0.040648 0.15 0.0018 0.000237 0.040398 984 10 3 2 0 0 0 0 0 0 1 
10 25 8 0.0323 17 0.11925 0.0029 0.0011227 0.04037 0.131 0.0015 0.00020796 0.040338 984 11 3 1 0 0 0 0 0 1 0 
10 25 8 0.0323 20 0.11925 0.0019 0.00076716 0.040691 0.088 0.0008 0.0001395 0.040533 989 9 1 0 0 0 0 0 1 0 0 
10 25 9 0.0323 1 0.171476 0.4536 0.061729 2.1966 4247.1 0.4495 0.064504 2.1628 19 82 131 157 151 131 101 89 59 39 41 
10 25 9 0.0323 2 0.17148 0.2158 0.054945 0.28478 497.2 0.2102 0.053189 0.33637 259 266 162 93 81 39 24 28 19 12 17 
10 25 9 0.0323 3 0.17148 0.1149 0.038026 0.087036 94.245 0.1059 0.032187 0.084464 540 227 91 46 24 13 18 17 9 8 7 
10 25 9 0.0323 4 0.17148 0.0639 0.024291 0.050064 25.548 0.0584 0.019649 0.0481 733 152 39 18 15 9 13 7 6 5 3 
10 25 9 0.0323 5 0.17148 0.0396 0.015527 0.039239 9.243 0.0334 0.011136 0.037256 837 84 32 11 9 8 8 4 1 5 1 
10 25 9 0.0323 6 0.17148 0.0276 0.010349 0.034353 4.052 0.0206 0.0066223 0.033211 883 60 20 11 12 4 3 2 3 1 1 
10 25 9 0.0323 7 0.17148 0.019 0.0067858 0.032885 2.04 0.0137 0.0044668 0.032165 918 37 22 6 8 2 4 1 1 0 1 
10 25 9 0.0323 8 0.17148 0.0132 0.0043701 0.031795 1.082 0.0101 0.0029109 0.03118 937 32 16 6 3 3 1 0 1 1 0 
10 25 9 0.0323 9 0.17148 0.01 0.0032833 0.031864 0.647 0.0081 0.0020865 0.031301 952 22 15 6 2 1 0 0 1 1 0 
10 25 9 0.0323 10 0.17148 0.0084 0.002592 0.032352 0.432 0.0058 0.0013877 0.031113 956 23 15 1 2 1 1 0 0 1 0 
10 25 9 0.0323 11 0.17148 0.0066 0.0020985 0.032828 0.291 0.0044 0.0007614 0.032237 966 18 10 2 2 1 0 0 0 1 0 
10 25 9 0.0323 12 0.17148 0.0056 0.0018105 0.032624 0.204 0.0035 0.00057833 0.032132 969 20 6 2 1 1 0 0 0 1 0 
10 25 9 0.0323 13 0.17148 0.0042 0.0012836 0.032374 0.156 0.0027 0.00038309 0.03214 976 16 4 2 1 0 0 0 1 0 0 
10 25 9 0.0323 14 0.17148 0.0035 0.00099875 0.031711 0.12 0.0024 0.00035459 0.030941 979 15 3 1 1 0 0 1 0 0 0 
