k n_trees depth sparsity v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size val_recall val_var_recall val_query_time
10 25 4 0.045 1 0.0698784 0.852 0.01343 2.7838 0.00058708 9.9864e-05 0.10426 2.6787 79730 0.852 0.013026 2.8054
10 25 4 0.045 2 0.069878 0.567 0.029304 1.6465 0.000754 9.4128e-05 0.093187 1.5524 46691 0.548 0.020905 1.6307
10 25 4 0.045 3 0.069878 0.273 0.021385 0.71292 0.00054615 4.6327e-05 0.067193 0.64509 20466 0.275 0.01846 0.70968
10 25 4 0.045 4 0.069878 0.12 0.010101 0.30891 0.00029631 2.8996e-05 0.097608 0.21095 6956.8 0.115 0.0095707 0.26788
10 25 4 0.045 5 0.069878 0.041 0.0044636 0.10574 0.0002581 3.401e-05 0.048141 0.057272 1890.8 0.034 0.0032768 0.10405
10 25 4 0.045 6 0.069878 0.01 0.0011111 0.051826 0.00026359 3.5275e-05 0.037926 0.013574 424.46 0.008 0.00074343 0.04858
10 25 4 0.045 7 0.069878 0.001 0.0001 0.035581 0.00024781 3.2468e-05 0.032479 0.002796 77.93 0.002 0.00019798 0.035333
10 25 4 0.045 8 0.069878 0 0 0.033173 0.00021737 2.9711e-05 0.03245 0.00043882 11.84 0.002 0.00019798 0.032714
10 25 4 0.045 9 0.069878 0 0 0.032677 0.0002173 3.3606e-05 0.032259 0.00013376 1.57 0.001 0.0001 0.032509
10 25 4 0.045 10 0.069878 0 0 0.03308 0.00022175 3.3716e-05 0.032756 3.8269e-05 0.2 0.001 0.0001 0.032369
10 25 4 0.045 11 0.069878 0 0 0.032992 0.00022852 3.3946e-05 0.032692 8.882e-06 0.02 0.001 0.0001 0.032364
10 25 4 0.045 12 0.069878 0 0 0.032465 0.00021891 3.3419e-05 0.032182 3.9041e-06 0 0 0 0.032336
10 25 4 0.045 13 0.069878 0 0 0.033614 0.00025335 3.3773e-05 0.03329 3.7514e-06 0 0 0 0.032441
10 25 4 0.045 14 0.069878 0 0 0.03336 0.00024927 4.9246e-05 0.033029 3.8729e-06 0 0 0 0.03277
10 25 4 0.045 15 0.069878 0 0 0.032838 0.00022045 3.3623e-05 0.032552 4.0336e-06 0 0 0 0.032764
10 25 4 0.045 17 0.069878 0 0 0.033051 0.00022365 3.3502e-05 0.032764 3.9535e-06 0 0 0 0.032758
10 25 4 0.045 20 0.069878 0 0 0.033368 0.00022396 3.3785e-05 0.033078 4.0671e-06 0 0 0 0.032769
10 25 4 0.045 25 0.069878 0 0 0.032848 0.00022494 3.385e-05 0.032558 4.0131e-06 0 0 0 0.032774
10 25 5 0.045 1 0.0752425 0.591 0.026484 1.8481 0.00053684 0.00015153 0.05688 1.7905 54469 0.612 0.021067 1.8515
10 25 5 0.045 2 0.075243 0.226 0.017499 0.61188 0.00053789 7.937e-05 0.040254 0.57097 18403 0.233 0.015365 0.61295
10 25 5 0.045 3 0.075243 0.061 0.0060394 0.1601 0.00038581 4.5269e-05 0.029692 0.12995 4352.3 0.078 0.0069859 0.15927
10 25 5 0.045 4 0.075243 0.011 0.0015949 0.048114 0.00029649 4.3841e-05 0.023995 0.02375 775.9 0.02 0.0022222 0.046354
10 25 5 0.045 5 0.075243 0.002 0.00019798 0.023958 0.00029348 4.5447e-05 0.019628 0.0039655 110.61 0.004 0.00038788 0.021411
10 25 5 0.045 6 0.075243 0.001 0.0001 0.018338 0.00026277 4.4777e-05 0.017512 0.00048528 12.81 0.001 0.0001 0.018283
10 25 5 0.045 7 0.075243 0 0 0.017616 0.0002604 4.7044e-05 0.017156 0.00011967 1.32 0 0 0.017464
10 25 5 0.045 8 0.075243 0 0 0.017436 0.00026122 4.6813e-05 0.017076 2.1548e-05 0.11 0 0 0.017367
10 25 5 0.045 9 0.075243 0 0 0.017543 0.00026987 4.6715e-05 0.017194 4.2096e-06 0 0 0 0.017353
10 25 5 0.045 10 0.075243 0 0 0.017572 0.00026491 4.6915e-05 0.017226 4.1467e-06 0 0 0 0.017346
10 25 5 0.045 11 0.075243 0 0 0.017393 0.00027052 4.6563e-05 0.017043 4.1705e-06 0 0 0 0.017451
10 25 5 0.045 12 0.075243 0 0 0.017532 0.00026365 4.6505e-05 0.017188 4.1602e-06 0 0 0 0.017349
10 25 5 0.045 13 0.075243 0 0 0.017461 0.00026226 4.6595e-05 0.017116 4.2059e-06 0 0 0 0.017341
10 25 5 0.045 14 0.075243 0 0 0.017517 0.00026249 4.6488e-05 0.017175 4.1658e-06 0 0 0 0.017354
10 25 5 0.045 15 0.075243 0 0 0.017516 0.00026936 4.6522e-05 0.017167 4.1765e-06 0 0 0 0.017389
10 25 5 0.045 17 0.075243 0 0 0.01762 0.00026358 4.6789e-05 0.017276 4.2203e-06 0 0 0 0.017473
10 25 5 0.045 20 0.075243 0 0 0.017405 0.00026054 4.8993e-05 0.017062 4.0652e-06 0 0 0 0.017367
10 25 5 0.045 25 0.075243 0 0 0.017392 0.00026047 4.6363e-05 0.017051 4.1514e-06 0 0 0 0.017463
10 25 6 0.045 1 0.0809337 0.405 0.024318 1.0619 0.00053638 0.00018377 0.023694 1.0375 32402 0.387 0.021951 1.0609
10 25 6 0.045 2 0.080934 0.103 0.0089808 0.2096 0.00050148 6.6813e-05 0.03417 0.17484 5863.3 0.076 0.0056808 0.21028
10 25 6 0.045 3 0.080934 0.012 0.0010667 0.036573 0.00035128 6.3571e-05 0.014173 0.021957 724.9 0.013 0.0011424 0.035842
10 25 6 0.045 4 0.080934 0.001 0.0001 0.01902 0.00035907 6.4004e-05 0.01612 0.0024525 66.84 0.003 0.00029394 0.014496
10 25 6 0.045 5 0.080934 0 0 0.010893 0.00032923 6.4741e-05 0.010231 0.00023565 4.7 0.002 0.00019798 0.010738
10 25 6 0.045 6 0.080934 0 0 0.010883 0.00035368 6.753e-05 0.010394 3.7806e-05 0.26 0 0 0.010542
10 25 6 0.045 7 0.080934 0 0 0.010621 0.00034867 6.7033e-05 0.010171 6.8997e-06 0.01 0 0 0.010493
10 25 6 0.045 8 0.080934 0 0 0.010802 0.00036835 6.7338e-05 0.010334 3.9265e-06 0 0 0 0.010719
10 25 6 0.045 9 0.080934 0 0 0.011419 0.00038909 7.0143e-05 0.010928 4.0731e-06 0 0 0 0.011434
10 25 6 0.045 10 0.080934 0 0 0.010671 0.00033236 6.7819e-05 0.010238 4.0228e-06 0 0 0 0.010736
10 25 6 0.045 11 0.080934 0 0 0.010651 0.00033045 6.7665e-05 0.010221 3.9926e-06 0 0 0 0.011045
10 25 6 0.045 12 0.080934 0 0 0.011018 0.00033216 6.7725e-05 0.010587 3.9856e-06 0 0 0 0.010693
10 25 6 0.045 13 0.080934 0 0 0.010787 0.00036223 6.8258e-05 0.010323 4.0722e-06 0 0 0 0.01083
10 25 6 0.045 14 0.080934 0 0 0.010611 0.00032948 6.7621e-05 0.010181 3.9241e-06 0 0 0 0.009776
10 25 6 0.045 15 0.080934 0 0 0.010034 0.00031526 6.491e-05 0.0096226 3.8459e-06 0 0 0 0.010004
10 25 6 0.045 17 0.080934 0 0 0.01045 0.00034249 6.5992e-05 0.01001 3.9008e-06 0 0 0 0.010463
10 25 6 0.045 20 0.080934 0 0 0.010721 0.00034037 6.6677e-05 0.010281 4.0503e-06 0 0 0 0.010684
10 25 6 0.045 25 0.080934 0 0 0.011262 0.00035502 6.9283e-05 0.010804 4.156e-06 0 0 0 0.010264
10 25 7 0.045 1 0.088788 0.221 0.016221 0.56607 0.00050004 0.00019434 0.011033 0.55428 17749 0.217 0.017789 0.56473
